store_id,order_date,total_orders,breach_rate_pct,z_score,is_anomaly,rain_days,holiday_days,avg_delivery_min
1,2023-08-14,36,80.56,-0.1,False,2,0,14.86111111111111
1,2023-08-15,29,72.41,-1.17,False,3,0,15.310344827586206
1,2023-08-16,31,90.32,1.17,False,4,1,15.580645161290322
1,2023-08-17,25,76.0,-0.7,False,6,2,14.16
1,2023-08-18,30,80.0,-0.18,False,2,1,14.733333333333333
1,2023-08-19,23,91.3,1.3,False,2,0,15.391304347826088
1,2023-08-20,20,85.0,0.48,False,2,2,14.6
1,2023-08-21,28,75.0,-0.83,False,2,1,13.714285714285714
1,2023-08-22,27,92.59,1.47,False,1,0,15.333333333333334
1,2023-08-23,27,66.67,-1.92,False,4,1,13.0
1,2023-08-24,32,87.5,0.8,False,7,1,16.4375
1,2023-08-25,22,72.73,-1.13,False,1,0,13.454545454545455
1,2023-08-26,28,82.14,0.1,False,0,0,15.678571428571429
1,2023-08-27,37,78.38,-0.39,False,1,1,15.378378378378379
1,2023-08-28,23,78.26,-0.4,False,3,2,14.652173913043478
1,2023-08-29,28,67.86,-1.76,False,0,1,14.0
1,2023-08-30,25,84.0,0.35,False,0,0,15.92
1,2023-08-31,24,75.0,-0.83,False,0,0,13.791666666666666
1,2023-09-01,32,78.12,-0.42,False,0,1,14.625
1,2023-09-02,40,85.0,0.48,False,3,0,14.225
1,2023-09-03,27,85.19,0.5,False,4,1,15.666666666666666
1,2023-09-04,19,63.16,-2.38,True,1,2,13.526315789473685
1,2023-09-05,23,86.96,0.73,False,1,1,15.0
1,2023-09-06,25,84.0,0.35,False,4,2,15.92
1,2023-09-07,21,80.95,-0.05,False,0,0,13.523809523809524
1,2023-09-08,31,87.1,0.75,False,2,0,15.419354838709678
1,2023-09-09,22,81.82,0.06,False,0,1,15.545454545454545
1,2023-09-10,27,88.89,0.98,False,2,1,16.0
1,2023-09-11,22,77.27,-0.53,False,3,0,14.818181818181818
1,2023-09-12,30,66.67,-1.92,False,2,2,14.466666666666667
1,2023-09-13,23,100.0,2.44,True,1,2,16.347826086956523
1,2023-09-14,25,80.0,-0.18,False,1,0,14.44
1,2023-09-15,35,91.43,1.32,False,2,0,16.714285714285715
1,2023-09-16,26,80.77,-0.08,False,3,2,14.846153846153847
1,2023-09-17,30,86.67,0.69,False,4,0,15.3
1,2023-09-18,31,87.1,0.75,False,0,0,15.96774193548387
1,2023-09-19,15,93.33,1.56,False,1,1,15.8
1,2023-09-20,29,82.76,0.18,False,4,1,15.482758620689655
1,2023-09-21,24,66.67,-1.92,False,0,0,14.375
1,2023-09-22,23,91.3,1.3,False,3,0,15.695652173913043
1,2023-09-23,23,73.91,-0.97,False,2,0,14.782608695652174
1,2023-09-24,20,85.0,0.48,False,1,0,15.65
1,2023-09-25,26,65.38,-2.09,True,3,0,12.961538461538462
1,2023-09-26,25,92.0,1.39,False,1,2,15.56
1,2023-09-27,34,91.18,1.28,False,2,1,15.676470588235293
1,2023-09-28,41,85.37,0.52,False,1,0,15.24390243902439
1,2023-09-29,18,83.33,0.26,False,1,0,15.277777777777779
1,2023-09-30,16,75.0,-0.83,False,3,2,14.375
1,2023-10-01,25,76.0,-0.7,False,1,0,15.36
1,2023-10-02,29,68.97,-1.62,False,5,2,13.862068965517242
1,2023-10-03,27,81.48,0.02,False,0,1,15.037037037037036
1,2023-10-04,25,68.0,-1.74,False,3,1,14.44
1,2023-10-05,28,78.57,-0.36,False,2,0,15.142857142857142
1,2023-10-06,24,87.5,0.8,False,1,1,15.416666666666666
1,2023-10-07,25,88.0,0.87,False,0,1,15.92
1,2023-10-08,30,86.67,0.69,False,1,0,14.4
1,2023-10-09,33,84.85,0.46,False,5,1,15.212121212121213
1,2023-10-10,28,92.86,1.5,False,3,1,16.714285714285715
1,2023-10-11,22,90.91,1.25,False,0,0,17.136363636363637
1,2023-10-12,22,86.36,0.65,False,0,1,15.5
1,2023-10-13,23,86.96,0.73,False,0,3,15.217391304347826
1,2023-10-14,27,81.48,0.02,False,0,3,15.62962962962963
1,2023-10-15,18,94.44,1.71,False,3,1,16.27777777777778
1,2023-10-16,23,73.91,-0.97,False,2,0,14.652173913043478
1,2023-10-17,25,68.0,-1.74,False,1,0,13.88
1,2023-10-18,20,85.0,0.48,False,3,0,16.0
1,2023-10-19,27,81.48,0.02,False,4,0,14.703703703703704
1,2023-10-20,23,78.26,-0.4,False,0,0,14.043478260869565
1,2023-10-21,27,77.78,-0.47,False,2,2,14.518518518518519
1,2023-10-22,34,85.29,0.51,False,5,2,15.941176470588236
1,2023-10-23,28,82.14,0.1,False,1,1,14.964285714285714
1,2023-10-24,30,96.67,2.0,False,2,1,15.266666666666667
1,2023-10-25,32,81.25,-0.01,False,2,4,15.0625
1,2023-10-26,30,83.33,0.26,False,1,0,14.8
1,2023-10-27,28,82.14,0.1,False,2,2,15.107142857142858
1,2023-10-28,26,84.62,0.43,False,1,0,15.576923076923077
1,2023-10-29,30,90.0,1.13,False,2,2,16.4
1,2023-10-30,21,90.48,1.19,False,0,0,16.857142857142858
1,2023-10-31,25,84.0,0.35,False,0,1,14.88
1,2023-11-01,24,91.67,1.35,False,2,1,15.958333333333334
1,2023-11-02,23,86.96,0.73,False,4,1,15.869565217391305
1,2023-11-03,20,80.0,-0.18,False,2,1,14.8
1,2023-11-04,27,88.89,0.98,False,4,2,16.037037037037038
1,2023-11-05,28,78.57,-0.36,False,3,1,15.357142857142858
1,2023-11-06,25,92.0,1.39,False,3,3,15.76
1,2023-11-07,28,78.57,-0.36,False,3,2,14.964285714285714
1,2023-11-08,27,85.19,0.5,False,5,1,17.14814814814815
1,2023-11-09,32,78.12,-0.42,False,5,1,14.8125
1,2023-11-10,27,77.78,-0.47,False,2,0,14.74074074074074
1,2023-11-11,32,75.0,-0.83,False,0,0,14.03125
1,2023-11-12,24,91.67,1.35,False,2,0,14.291666666666666
1,2023-11-13,28,82.14,0.1,False,1,0,14.25
1,2023-11-14,30,80.0,-0.18,False,2,2,13.966666666666667
1,2023-11-15,20,80.0,-0.18,False,2,1,15.05
1,2023-11-16,22,86.36,0.65,False,1,0,14.818181818181818
1,2023-11-17,36,80.56,-0.1,False,1,1,14.805555555555555
1,2023-11-18,25,84.0,0.35,False,0,1,15.8
1,2023-11-19,25,76.0,-0.7,False,2,0,15.64
1,2023-11-20,23,78.26,-0.4,False,0,0,13.565217391304348
1,2023-11-21,30,80.0,-0.18,False,3,2,15.833333333333334
1,2023-11-22,27,88.89,0.98,False,1,0,15.962962962962964
1,2023-11-23,25,88.0,0.87,False,1,2,15.0
1,2023-11-24,28,85.71,0.57,False,1,2,15.785714285714286
1,2023-11-25,27,74.07,-0.95,False,2,2,13.88888888888889
1,2023-11-26,29,89.66,1.08,False,6,2,16.344827586206897
1,2023-11-27,28,75.0,-0.83,False,1,2,14.5
1,2023-11-28,30,73.33,-1.05,False,0,0,14.966666666666667
1,2023-11-29,28,71.43,-1.3,False,2,0,13.285714285714286
1,2023-11-30,25,88.0,0.87,False,1,1,16.04
1,2023-12-01,27,92.59,1.47,False,3,0,15.148148148148149
1,2023-12-02,27,74.07,-0.95,False,1,0,14.25925925925926
1,2023-12-03,32,78.12,-0.42,False,0,1,14.0625
1,2023-12-04,24,79.17,-0.28,False,5,0,15.75
1,2023-12-05,31,87.1,0.75,False,3,1,15.903225806451612
1,2023-12-06,38,78.95,-0.31,False,2,1,14.68421052631579
1,2023-12-07,26,84.62,0.43,False,1,3,14.653846153846153
1,2023-12-08,25,80.0,-0.18,False,2,0,15.12
1,2023-12-09,23,69.57,-1.54,False,0,0,13.652173913043478
1,2023-12-10,20,75.0,-0.83,False,0,1,13.9
1,2023-12-11,37,81.08,-0.04,False,2,2,14.91891891891892
1,2023-12-12,25,84.0,0.35,False,0,1,15.64
1,2023-12-13,27,74.07,-0.95,False,1,0,13.88888888888889
1,2023-12-14,22,90.91,1.25,False,4,0,15.0
1,2023-12-15,20,85.0,0.48,False,2,1,14.9
1,2023-12-16,26,84.62,0.43,False,3,0,14.038461538461538
1,2023-12-17,27,70.37,-1.43,False,3,0,13.11111111111111
1,2023-12-18,30,93.33,1.56,False,1,1,14.9
1,2023-12-19,14,85.71,0.57,False,1,0,14.5
1,2023-12-20,24,70.83,-1.37,False,0,1,14.041666666666666
1,2023-12-21,22,77.27,-0.53,False,0,0,14.363636363636363
1,2023-12-22,23,78.26,-0.4,False,2,1,14.043478260869565
1,2023-12-23,23,82.61,0.16,False,1,0,16.08695652173913
1,2023-12-24,27,81.48,0.02,False,4,0,15.851851851851851
1,2023-12-25,29,75.86,-0.72,False,1,0,14.655172413793103
1,2023-12-26,23,86.96,0.73,False,5,1,15.695652173913043
1,2023-12-27,26,76.92,-0.58,False,3,0,13.615384615384615
1,2023-12-28,32,87.5,0.8,False,2,1,16.0625
1,2023-12-29,24,95.83,1.89,False,1,0,15.791666666666666
1,2023-12-30,32,78.12,-0.42,False,2,1,14.90625
1,2023-12-31,30,86.67,0.69,False,4,1,14.866666666666667
1,2024-01-01,22,90.91,1.25,False,6,0,15.363636363636363
1,2024-01-02,35,77.14,-0.55,False,1,1,14.8
1,2024-01-03,26,80.77,-0.08,False,1,0,14.653846153846153
1,2024-01-04,18,77.78,-0.47,False,0,1,14.444444444444445
1,2024-01-05,31,80.65,-0.09,False,3,0,15.193548387096774
1,2024-01-06,28,82.14,0.1,False,6,0,15.178571428571429
1,2024-01-07,28,78.57,-0.36,False,1,1,13.571428571428571
1,2024-01-08,23,78.26,-0.4,False,1,1,14.347826086956522
1,2024-01-09,20,65.0,-2.14,True,1,0,14.55
1,2024-01-10,36,80.56,-0.1,False,1,0,15.38888888888889
1,2024-01-11,30,86.67,0.69,False,5,1,16.133333333333333
1,2024-01-12,24,83.33,0.26,False,2,0,15.291666666666666
1,2024-01-13,25,88.0,0.87,False,3,2,15.44
1,2024-01-14,20,65.0,-2.14,True,1,0,13.2
1,2024-01-15,19,89.47,1.06,False,2,1,16.31578947368421
1,2024-01-16,18,77.78,-0.47,False,1,0,15.666666666666666
1,2024-01-17,22,77.27,-0.53,False,2,0,14.363636363636363
1,2024-01-18,24,79.17,-0.28,False,2,0,15.25
1,2024-01-19,24,83.33,0.26,False,3,1,14.375
1,2024-01-20,33,84.85,0.46,False,2,1,15.121212121212121
1,2024-01-21,25,80.0,-0.18,False,1,0,14.28
1,2024-01-22,32,84.38,0.4,False,1,0,14.84375
1,2024-01-23,40,72.5,-1.16,False,3,0,13.65
1,2024-01-24,37,91.89,1.38,False,4,3,16.18918918918919
1,2024-01-25,32,87.5,0.8,False,3,2,16.78125
1,2024-01-26,23,78.26,-0.4,False,1,0,14.695652173913043
1,2024-01-27,21,95.24,1.81,False,3,1,17.38095238095238
1,2024-01-28,23,60.87,-2.67,True,2,1,13.695652173913043
1,2024-01-29,40,72.5,-1.16,False,5,0,13.475
1,2024-01-30,21,80.95,-0.05,False,1,0,15.0
1,2024-01-31,28,92.86,1.5,False,1,3,16.892857142857142
1,2024-02-01,24,91.67,1.35,False,3,1,15.833333333333334
1,2024-02-02,24,79.17,-0.28,False,1,1,14.625
1,2024-02-03,30,86.67,0.69,False,1,0,16.266666666666666
1,2024-02-04,23,73.91,-0.97,False,1,1,13.565217391304348
1,2024-02-05,26,73.08,-1.08,False,4,2,14.26923076923077
1,2024-02-06,35,71.43,-1.3,False,1,1,13.685714285714285
1,2024-02-07,26,76.92,-0.58,False,4,1,15.192307692307692
1,2024-02-08,28,92.86,1.5,False,3,0,16.107142857142858
1,2024-02-09,19,73.68,-1.0,False,3,1,15.894736842105264
1,2024-02-10,32,90.62,1.21,False,0,2,16.3125
1,2024-02-11,23,60.87,-2.67,True,1,2,12.521739130434783
1,2024-02-12,24,70.83,-1.37,False,1,0,14.0
1,2024-02-13,15,80.0,-0.18,False,2,1,15.2
1,2024-02-14,30,80.0,-0.18,False,1,2,15.433333333333334
1,2024-02-15,25,88.0,0.87,False,3,1,15.72
1,2024-02-16,24,91.67,1.35,False,2,0,14.791666666666666
1,2024-02-17,27,77.78,-0.47,False,0,2,14.703703703703704
1,2024-02-18,28,85.71,0.57,False,4,2,14.964285714285714
1,2024-02-19,18,88.89,0.98,False,1,0,15.444444444444445
1,2024-02-20,25,96.0,1.91,False,2,0,15.8
1,2024-02-21,42,88.1,0.88,False,7,1,16.142857142857142
1,2024-02-22,21,90.48,1.19,False,4,1,16.142857142857142
1,2024-02-23,19,63.16,-2.38,True,1,0,13.31578947368421
1,2024-02-24,27,81.48,0.02,False,3,1,15.851851851851851
1,2024-02-25,31,70.97,-1.36,False,2,1,13.451612903225806
1,2024-02-26,33,87.88,0.85,False,5,1,15.757575757575758
1,2024-02-27,28,85.71,0.57,False,4,3,16.0
1,2024-02-28,25,68.0,-1.74,False,3,1,13.68
1,2024-02-29,24,91.67,1.35,False,3,0,15.958333333333334
1,2024-03-01,20,60.0,-2.79,True,1,0,13.6
1,2024-03-02,24,79.17,-0.28,False,2,0,14.208333333333334
1,2024-03-03,24,83.33,0.26,False,3,2,14.833333333333334
1,2024-03-04,24,79.17,-0.28,False,3,1,14.875
1,2024-03-05,23,78.26,-0.4,False,1,1,14.869565217391305
1,2024-03-06,22,81.82,0.06,False,2,0,14.818181818181818
